,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"Cluster 28, FIRST_PSYCHOSES",0.002,0.001,0.001,0.003,0,0,1085,867,NaN
"Cluster 28, FIRST_PCD",0.002,0.001,0.001,0.003,0,0,888,1012,NaN
"Cluster 28, FIRST_RENAL_DISEASE",0.001,0,0.001,0.002,0,0,1007,974,NaN
"Cluster 28, FIRST_RA",0.001,0,0.001,0.002,0,0,903,983,NaN
"Cluster 28, FIRST_CANCER",0.005,0.002,0.002,0.009,0,0,1032,771,NaN
"Cluster 28, FIRST_VALVULAR_DISEASE",0.001,0,0.001,0.002,0,0,1053,1024,NaN
"Cluster 28, FIRST_WEIGHT_LOSS",0.001,0.001,0.001,0.002,0,0,981,1121,NaN
"Cluster 29, FIRST_BL_ANAEMIA",0.004,0.002,0.002,0.008,0,0,966,1003,NaN
"Cluster 29, FIRST_ARRYTHMIA",0.609,0.016,0.578,0.64,0.001,0,982,880,NaN
"Cluster 29, FIRST_CPD",0.486,0.017,0.454,0.519,0.001,0,999,1058,NaN
"Cluster 29, FIRST_CHF",0.724,0.02,0.689,0.765,0.001,0,916,875,NaN
"Cluster 29, FIRST_COAGULOPATHY",0.022,0.004,0.015,0.029,0,0,983,934,NaN
"Cluster 29, FIRST_DEF_ANAEMIA",0.135,0.011,0.113,0.155,0,0,1072,898,NaN
"Cluster 29, FIRST_DEPRESSION",0.088,0.008,0.073,0.104,0,0,1054,874,NaN
"Cluster 29, FIRST_DIAB_COMP",0.004,0.002,0.001,0.007,0,0,940,937,NaN
"Cluster 29, FIRST_DIAB",0.15,0.01,0.131,0.17,0,0,712,774,NaN
"Cluster 29, FIRST_DRUG_ABUSE",0.002,0.001,0.001,0.003,0,0,1032,908,NaN
"Cluster 29, FIRST_FED",0.527,0.015,0.499,0.558,0,0,1042,1071,NaN
"Cluster 29, FIRST_HYPERTENSION",0.537,0.016,0.507,0.568,0.001,0,999,812,NaN
"Cluster 29, FIRST_HYPERTENSION_COMP",0.01,0.003,0.004,0.016,0,0,913,907,NaN
"Cluster 29, FIRST_HYPOTHYROIDISM",0.072,0.007,0.06,0.086,0,0,1012,910,NaN
"Cluster 29, FIRST_LIVER_DISEASE",0.106,0.007,0.094,0.121,0,0,1075,929,NaN
"Cluster 29, FIRST_LYMPHOMA",0.048,0.006,0.038,0.059,0,0,1026,975,NaN
"Cluster 29, FIRST_METASTATIC_CANCER",0.03,0.005,0.022,0.04,0,0,811,981,NaN
"Cluster 29, FIRST_OBESITY",0.069,0.007,0.056,0.082,0,0,901,701,NaN
"Cluster 29, FIRST_OND",0.105,0.012,0.082,0.126,0,0,1010,897,NaN
"Cluster 29, FIRST_PARALYSIS",0.037,0.005,0.026,0.046,0,0,1016,930,NaN
"Cluster 29, FIRST_PEP_ULCER",0.037,0.005,0.028,0.049,0,0,949,873,NaN
"Cluster 29, FIRST_PVD",0.154,0.009,0.134,0.17,0,0,1121,984,NaN
"Cluster 29, FIRST_PSYCHOSES",0.005,0.002,0.002,0.008,0,0,973,919,NaN
"Cluster 29, FIRST_PCD",0.201,0.012,0.179,0.225,0,0,887,799,NaN
"Cluster 29, FIRST_RENAL_DISEASE",0.278,0.016,0.248,0.309,0.001,0,942,945,NaN
"Cluster 29, FIRST_RA",0.045,0.006,0.033,0.057,0,0,1012,942,NaN
"Cluster 29, FIRST_CANCER",0.149,0.01,0.129,0.169,0,0,939,944,NaN
"Cluster 29, FIRST_VALVULAR_DISEASE",0.273,0.015,0.243,0.3,0.001,0,867,1069,NaN
"Cluster 29, FIRST_WEIGHT_LOSS",0.128,0.011,0.108,0.15,0,0,980,941,NaN
"Cluster 30, FIRST_BL_ANAEMIA",0.004,0.001,0.003,0.006,0,0,1079,806,NaN
"Cluster 30, FIRST_ARRYTHMIA",0.165,0.005,0.156,0.175,0,0,994,844,NaN
"Cluster 30, FIRST_CPD",0.193,0.006,0.181,0.205,0,0,842,872,NaN
"Cluster 30, FIRST_CHF",0.022,0.002,0.018,0.026,0,0,995,941,NaN
"Cluster 30, FIRST_COAGULOPATHY",0.007,0.001,0.005,0.009,0,0,869,875,NaN
"Cluster 30, FIRST_DEF_ANAEMIA",0.075,0.003,0.069,0.081,0,0,1056,943,NaN
"Cluster 30, FIRST_DEPRESSION",0.086,0.004,0.079,0.094,0,0,961,940,NaN
"Cluster 30, FIRST_DIAB_COMP",0.001,0,0.001,0.001,0,0,812,867,NaN
"Cluster 30, FIRST_DIAB",0.083,0.004,0.076,0.092,0,0,922,981,NaN
"Cluster 30, FIRST_DRUG_ABUSE",0.004,0.001,0.003,0.005,0,0,740,886,NaN
"Cluster 30, FIRST_FED",0.229,0.005,0.22,0.239,0,0,1048,808,NaN
"Cluster 30, FIRST_HYPERTENSION",0.301,0.007,0.286,0.315,0,0,976,902,NaN
"Cluster 30, FIRST_HYPERTENSION_COMP",0.001,0,0.001,0.002,0,0,1025,981,NaN
"Cluster 30, FIRST_HYPOTHYROIDISM",0.038,0.003,0.033,0.043,0,0,1012,981,NaN
"Cluster 30, FIRST_LIVER_DISEASE",0.057,0.003,0.052,0.062,0,0,1034,942,NaN
"Cluster 30, FIRST_LYMPHOMA",0.006,0.001,0.004,0.008,0,0,918,1013,NaN
"Cluster 30, FIRST_METASTATIC_CANCER",0.874,0.006,0.862,0.885,0,0,901,886,NaN
"Cluster 30, FIRST_OBESITY",0.033,0.002,0.029,0.037,0,0,954,982,NaN
"Cluster 30, FIRST_OND",0.102,0.004,0.095,0.112,0,0,930,914,NaN
"Cluster 30, FIRST_PARALYSIS",0.033,0.002,0.029,0.037,0,0,1092,1020,NaN
"Cluster 30, FIRST_PEP_ULCER",0.028,0.002,0.024,0.031,0,0,958,899,NaN
"Cluster 30, FIRST_PVD",0.06,0.003,0.054,0.066,0,0,799,903,NaN
"Cluster 30, FIRST_PSYCHOSES",0.003,0.001,0.002,0.004,0,0,985,951,NaN
"Cluster 30, FIRST_PCD",0.112,0.003,0.106,0.12,0,0,827,982,NaN
"Cluster 30, FIRST_RENAL_DISEASE",0.053,0.004,0.046,0.059,0,0,955,977,NaN
"Cluster 30, FIRST_RA",0.017,0.002,0.014,0.02,0,0,906,904,NaN
"Cluster 30, FIRST_CANCER",0.913,0.003,0.907,0.918,0,0,896,944,NaN
"Cluster 30, FIRST_VALVULAR_DISEASE",0.015,0.002,0.012,0.018,0,0,966,933,NaN
"Cluster 30, FIRST_WEIGHT_LOSS",0.135,0.004,0.127,0.144,0,0,1110,1013,NaN
"Cluster 31, FIRST_BL_ANAEMIA",0.038,0.011,0.019,0.06,0,0,1030,983,NaN
"Cluster 31, FIRST_ARRYTHMIA",0.663,0.039,0.589,0.737,0.001,0.001,950,944,NaN
"Cluster 31, FIRST_CPD",0.403,0.034,0.332,0.464,0.001,0.001,1028,851,NaN
"Cluster 31, FIRST_CHF",0.495,0.041,0.415,0.571,0.001,0.001,975,907,NaN
"Cluster 31, FIRST_COAGULOPATHY",0.034,0.011,0.014,0.057,0,0,769,935,NaN
"Cluster 31, FIRST_DEF_ANAEMIA",0.388,0.033,0.328,0.458,0.001,0.001,872,981,NaN
"Cluster 31, FIRST_DEPRESSION",0.154,0.025,0.106,0.2,0.001,0.001,926,906,NaN
"Cluster 31, FIRST_DIAB_COMP",0.514,0.04,0.439,0.594,0.001,0.001,1026,907,NaN
"Cluster 31, FIRST_DIAB",0.987,0.013,0.963,0.999,0,0,966,905,NaN
"Cluster 31, FIRST_DRUG_ABUSE",0.009,0.006,0.003,0.021,0,0,1041,944,NaN
"Cluster 31, FIRST_FED",0.489,0.035,0.423,0.563,0.001,0.001,901,879,NaN
"Cluster 31, FIRST_HYPERTENSION",0.916,0.021,0.877,0.956,0.001,0.001,797,819,NaN
"Cluster 31, FIRST_HYPERTENSION_COMP",0.085,0.02,0.052,0.125,0.001,0,1048,975,NaN
"Cluster 31, FIRST_HYPOTHYROIDISM",0.113,0.021,0.075,0.153,0.001,0,992,953,NaN
"Cluster 31, FIRST_LIVER_DISEASE",0.146,0.023,0.104,0.193,0.001,0.001,989,1020,NaN
"Cluster 31, FIRST_LYMPHOMA",0.011,0.008,0.002,0.028,0,0,1004,850,NaN
"Cluster 31, FIRST_METASTATIC_CANCER",0.667,0.052,0.56,0.763,0.002,0.001,1034,984,NaN
"Cluster 31, FIRST_OBESITY",0.255,0.034,0.192,0.319,0.001,0.001,945,952,NaN
"Cluster 31, FIRST_OND",0.28,0.036,0.215,0.352,0.001,0.001,759,948,NaN
"Cluster 31, FIRST_PARALYSIS",0.068,0.016,0.039,0.101,0.001,0,731,857,NaN
"Cluster 31, FIRST_PEP_ULCER",0.145,0.022,0.105,0.191,0.001,0,1103,941,NaN
"Cluster 31, FIRST_PVD",0.292,0.031,0.235,0.354,0.001,0.001,911,1011,NaN
"Cluster 31, FIRST_PSYCHOSES",0.02,0.008,0.007,0.036,0,0,947,876,NaN
"Cluster 31, FIRST_PCD",0.122,0.023,0.082,0.169,0.001,0.001,974,910,NaN
"Cluster 31, FIRST_RENAL_DISEASE",0.596,0.039,0.517,0.667,0.001,0.001,1030,916,NaN
"Cluster 31, FIRST_RA",0.072,0.017,0.042,0.107,0.001,0,1103,955,NaN
"Cluster 31, FIRST_CANCER",0.989,0.009,0.972,0.998,0,0,947,880,NaN
"Cluster 31, FIRST_VALVULAR_DISEASE",0.361,0.036,0.291,0.429,0.001,0.001,1039,847,NaN
"Cluster 31, FIRST_WEIGHT_LOSS",0.169,0.027,0.121,0.224,0.001,0.001,874,944,NaN
"Cluster 32, FIRST_BL_ANAEMIA",0.022,0.007,0.011,0.036,0,0,1002,1026,NaN
"Cluster 32, FIRST_ARRYTHMIA",0.702,0.025,0.649,0.747,0.001,0.001,979,907,NaN
"Cluster 32, FIRST_CPD",0.51,0.028,0.456,0.562,0.001,0.001,997,863,NaN
"Cluster 32, FIRST_CHF",0.865,0.028,0.812,0.915,0.001,0.001,929,892,NaN
"Cluster 32, FIRST_COAGULOPATHY",0.03,0.009,0.016,0.048,0,0,1059,945,NaN
"Cluster 32, FIRST_DEF_ANAEMIA",0.331,0.026,0.28,0.38,0.001,0.001,998,795,NaN
"Cluster 32, FIRST_DEPRESSION",0.223,0.021,0.184,0.262,0.001,0,951,1019,NaN
"Cluster 32, FIRST_DIAB_COMP",0.541,0.031,0.479,0.6,0.001,0.001,961,944,NaN
"Cluster 32, FIRST_DIAB",0.978,0.011,0.955,0.993,0,0,1037,805,NaN
"Cluster 32, FIRST_DRUG_ABUSE",0.009,0.004,0.003,0.019,0,0,971,1058,NaN
"Cluster 32, FIRST_FED",0.732,0.028,0.674,0.782,0.001,0.001,1094,1071,NaN
"Cluster 32, FIRST_HYPERTENSION",0.896,0.016,0.861,0.923,0,0,1072,1024,NaN
"Cluster 32, FIRST_HYPERTENSION_COMP",0.143,0.022,0.105,0.19,0.001,0,1012,729,NaN
"Cluster 32, FIRST_HYPOTHYROIDISM",0.138,0.018,0.106,0.174,0.001,0,1067,768,NaN
"Cluster 32, FIRST_LIVER_DISEASE",0.173,0.019,0.138,0.213,0.001,0,1027,975,NaN
"Cluster 32, FIRST_LYMPHOMA",0.03,0.009,0.016,0.05,0,0,995,978,NaN
"Cluster 32, FIRST_METASTATIC_CANCER",0.009,0.006,0.002,0.021,0,0,1053,830,NaN
"Cluster 32, FIRST_OBESITY",0.341,0.025,0.292,0.392,0.001,0.001,1081,901,NaN
"Cluster 32, FIRST_OND",0.19,0.021,0.15,0.232,0.001,0,1104,928,NaN
"Cluster 32, FIRST_PARALYSIS",0.08,0.014,0.054,0.105,0,0,985,943,NaN
"Cluster 32, FIRST_PEP_ULCER",0.047,0.012,0.024,0.07,0,0,910,914,NaN
"Cluster 32, FIRST_PVD",0.369,0.024,0.323,0.415,0.001,0.001,965,936,NaN
"Cluster 32, FIRST_PSYCHOSES",0.017,0.007,0.007,0.031,0,0,880,792,NaN
"Cluster 32, FIRST_PCD",0.24,0.023,0.197,0.283,0.001,0,1067,983,NaN
"Cluster 32, FIRST_RENAL_DISEASE",0.602,0.033,0.543,0.67,0.001,0.001,923,935,NaN
"Cluster 32, FIRST_RA",0.085,0.013,0.057,0.109,0,0,958,944,NaN
"Cluster 32, FIRST_CANCER",0.113,0.022,0.072,0.158,0.001,0,1065,1017,NaN
"Cluster 32, FIRST_VALVULAR_DISEASE",0.483,0.029,0.43,0.541,0.001,0.001,994,1064,NaN
"Cluster 32, FIRST_WEIGHT_LOSS",0.117,0.017,0.086,0.151,0.001,0,963,878,NaN
